NombreEquipo,NombreJugador,PrecioJugador,FechaNacimiento,Edad,Nacionalidad,Altura,Posicion,PartidosJugados,ValoracionPromedio,TotalGoles,TotalPasesGol,TotalGolesRecibidos,PorteriaImbatida,MinutosJugados
Wolverhampton Wanderers,Marçal,1.8,1989-02-19,32,Brasil,1.78,Lateral izquierdo,262,"1,55",3,18,0,0,21.293'
Wolverhampton Wanderers,Nélson Semedo,32,1993-11-16,27,Portugal,1.77,Lateral derecho,280,"2,05",10,33,0,0,21.460'
Wolverhampton Wanderers,Ki-Jana Hoever,7,2002-01-18,19,Países Bajos,1.83,Lateral derecho,63,"1,76",3,1,0,0,4.452'
Wolverhampton Wanderers,Rúben Neves,50,1997-03-13,24,Portugal,1.8,Pivote,262,"1,85",24,13,0,0,18.687'
Wolverhampton Wanderers,Leander Dendoncker,32,1995-04-15,25,Bélgica,1.88,Pivote,302,"1,78",21,5,0,0,24.199'
Wolverhampton Wanderers,Owen Otasowie,1.5,2001-01-06,20,Estados Unidos,1.88,Pivote,39,"1,03",1,2,0,0,2.199'
Wolverhampton Wanderers,Morgan Gibbs-White,6,2000-01-27,21,Inglaterra,1.71,Mediocentro,99,"1,62",4,7,0,0,4.261'
Wolverhampton Wanderers,Vitinha,6,2000-02-13,21,Portugal,1.72,Mediocentro,55,"1,60",10,7,0,0,2.216'
Wolverhampton Wanderers,João Moutinho,4,1986-09-08,34,Portugal,1.7,Mediocentro,724,"1,95",51,118,0,0,59.242'
Wolverhampton Wanderers,Pedro Neto,35,2000-03-09,21,Portugal,1.72,Extremo izquierdo,97,"1,37",12,11,0,0,5.400'
Wolverhampton Wanderers,Adama Traoré,35,1996-01-25,25,España,1.78,Extremo derecho,285,"1,30",25,52,0,0,17.509'
Wolverhampton Wanderers,Daniel Podence,25,1995-10-21,25,Portugal,1.65,Extremo derecho,239,"1,81",30,42,0,0,15.656'
Wolverhampton Wanderers,Raúl Jiménez,35,1991-05-05,29,México,1.88,Delantero centro,361,"1,89",117,51,0,0,21.919'
Wolverhampton Wanderers,Fábio Silva,25,2002-07-19,18,Portugal,1.85,Delantero centro,62,"1,74",13,6,0,0,2.831'
Wolverhampton Wanderers,Willian José,20,1991-11-23,29,Brasil,1.89,Delantero centro,359,"1,33",101,24,0,0,22.105'
Wolverhampton Wanderers,Renat Dadashov,0.3,1999-05-17,21,Azerbaiyán,1.86,,0,0,0,0,0,0,0
