NombreEquipo,NombreJugador,PrecioJugador,FechaNacimiento,Edad,Nacionalidad,Altura,Posicion,PartidosJugados,ValoracionPromedio,TotalGoles,TotalPasesGol,TotalGolesRecibidos,PorteriaImbatida,MinutosJugados
Manchester City,Ederson,56,1993-08-17,27,Brasil,1.88,Portero,308,"2,18",0,0,252,146,27.407'
Manchester City,Zack Steffen,6,1995-04-02,26,Estados Unidos,1.91,Portero,135,"1,53",0,0,187,38,12.240'
Manchester City,Scott Carson,0.5,1985-09-03,35,Inglaterra,1.88,Portero,520,"1,44",0,0,657,153,46.770'
Manchester City,Rúben Dias,70,1997-05-14,23,Portugal,1.87,Defensa central,246,"2,02",13,8,0,0,21.821'
Manchester City,Aymeric Laporte,50,1994-05-27,26,Francia,1.89,Defensa central,336,"1,88",17,10,0,0,28.801'
Manchester City,Nathan Aké,35,1995-02-18,26,Países Bajos,1.8,Defensa central,229,"1,45",17,12,0,0,18.873'
Manchester City,John Stones,30,1994-05-28,26,Inglaterra,1.88,Defensa central,295,"1,99",12,3,0,0,22.897'
Manchester City,Eric García,20,2001-01-09,20,España,1.83,Defensa central,83,"2,01",6,2,0,0,6.753'
Manchester City,Philippe Sandler,3,1997-02-10,24,Países Bajos,1.9,,0,0,0,0,0,0,0
Manchester City,Benjamin Mendy,22,1994-07-17,26,Francia,1.85,Lateral izquierdo,273,"1,91",6,40,0,0,22.296'
Manchester City,Oleksandr Zinchenko,20,1996-12-15,24,Ucrania,1.75,Lateral izquierdo,155,"2,09",5,25,0,0,10.902'
Manchester City,João Cancelo,50,1994-05-27,26,Portugal,1.82,Lateral derecho,274,"1,81",11,42,0,0,20.665'
Manchester City,Kyle Walker,35,1990-05-28,30,Inglaterra,1.83,Lateral derecho,488,"2,01",11,46,0,0,41.115'
Manchester City,Rodri,70,1996-06-22,24,España,1.91,Pivote,268,"2,00",12,13,0,0,19.399'
Manchester City,Fernandinho,2.5,1985-05-04,35,Brasil,1.79,Pivote,631,"2,18",77,77,0,0,49.624'
Manchester City,Phil Foden,70,2000-05-28,20,Inglaterra,1.71,Mediocentro,155,"2,50",48,34,0,0,9.329'
Manchester City,Ilkay Gündogan,40,1990-10-24,30,Alemania,1.8,Mediocentro,452,"2,07",88,53,0,0,32.870'
Manchester City,Kevin De Bruyne,100,1991-06-28,29,Bélgica,1.81,Mediocentro ofensivo,484,"1,99",112,189,0,0,36.967'
Manchester City,Bernardo Silva,70,1994-08-10,26,Portugal,1.73,Mediocentro ofensivo,380,"2,21",70,66,0,0,26.377'
Manchester City,Raheem Sterling,100,1994-12-08,26,Inglaterra,1.7,Extremo izquierdo,433,"2,04",144,121,0,0,32.524'
Manchester City,Ferran Torres,50,2000-02-29,21,España,1.84,Extremo derecho,138,"1,83",18,20,0,0,7.702'
Manchester City,Riyad Mahrez,42,1991-02-21,30,Argelia,1.79,Extremo derecho,381,"1,83",94,85,0,0,26.586'
Manchester City,Gabriel Jesus,60,1997-04-03,24,Brasil,1.75,Delantero centro,237,"2,29",102,39,0,0,15.069'
Manchester City,Sergio Agüero,25,1988-06-02,32,Argentina,1.73,Delantero centro,653,"1,91",375,119,0,0,48.007'
Liverpool FC,Alisson,65,1992-10-02,28,Brasil,1.91,Portero,241,"2,01",0,0,223,104,21.587'
Liverpool FC,Caoimhin Kelleher,2.5,1998-11-23,22,Irlanda,1.88,Portero,60,"1,63",0,0,93,16,5.400'
Liverpool FC,Adrián,1.5,1987-01-03,34,España,1.9,Portero,253,"1,50",0,0,352,76,22.702'
Liverpool FC,Virgil van Dijk,70,1991-07-08,29,Países Bajos,1.93,Defensa central,395,"1,92",43,18,0,0,34.581'
Liverpool FC,Joe Gomez,35,1997-05-23,23,Inglaterra,1.88,Defensa central,154,"2,06",1,5,0,0,11.632'
Liverpool FC,Ozan Kabak,25,2000-03-25,21,Turquía,1.86,Defensa central,86,"1,12",6,1,0,0,6.952'
Liverpool FC,Joel Matip,25,1991-08-08,29,Camerún,1.95,Defensa central,422,"1,79",40,22,0,0,33.700'
Liverpool FC,Rhys Williams,5,2001-02-03,20,Inglaterra,1.95,Defensa central,85,"2,02",8,5,0,0,7.057'
Liverpool FC,Nathaniel Phillips,5,1997-03-21,24,Inglaterra,1.9,Defensa central,63,"1,89",3,1,0,0,4.970'
Liverpool FC,Ben Davies,3,1995-08-11,25,Inglaterra,1.85,Defensa central,250,"1,42",3,6,0,0,21.525'
Liverpool FC,Andrew Robertson,70,1994-03-11,27,Escocia,1.78,Lateral izquierdo,370,"1,79",17,54,0,0,31.701'
Liverpool FC,Konstantinos Tsimikas,8,1996-05-12,24,Grecia,1.79,Lateral izquierdo,160,"1,86",9,19,0,0,13.276'
Liverpool FC,Trent Alexander-Arnold,100,1998-10-07,22,Inglaterra,1.8,Lateral derecho,189,"2,20",13,45,0,0,15.075'
Liverpool FC,Neco Williams,10,2001-04-13,19,Gales,1.83,Lateral derecho,97,"1,66",3,12,0,0,7.597'
Liverpool FC,Fabinho,60,1993-10-23,27,Brasil,1.88,Pivote,377,"1,97",36,30,0,0,30.900'
Liverpool FC,Naby Keïta,38,1995-02-10,26,Guinea,1.72,Mediocentro,251,"1,98",48,39,0,0,17.246'
Liverpool FC,Georginio Wijnaldum,35,1990-11-11,30,Países Bajos,1.75,Mediocentro,559,"1,87",116,56,0,0,43.789'
Liverpool FC,Thiago,35,1991-04-11,29,España,1.74,Mediocentro,410,"2,26",45,57,0,0,28.308'
Liverpool FC,Jordan Henderson,22,1990-06-17,30,Inglaterra,1.87,Mediocentro,484,"1,81",36,64,0,0,37.200'
Liverpool FC,Alex Oxlade-Chamberlain,20,1993-08-15,27,Inglaterra,1.75,Mediocentro,346,"1,94",43,52,0,0,18.122'
Liverpool FC,James Milner,3,1986-01-04,35,Inglaterra,1.75,Mediocentro,763,"1,77",85,130,0,0,51.827'
Liverpool FC,Curtis Jones,30,2001-01-30,20,Inglaterra,1.85,Mediocentro ofensivo,123,"1,79",48,20,0,0,9.203'
Liverpool FC,Ben Woodburn,3,1999-10-15,21,Gales,1.74,Mediocentro ofensivo,98,"1,83",18,18,0,0,6.456'
Liverpool FC,Sadio Mané,100,1992-04-10,28,Senegal,1.74,Extremo izquierdo,394,"1,98",165,88,0,0,30.816'
Liverpool FC,Diogo Jota,40,1996-12-04,24,Portugal,1.78,Extremo izquierdo,239,"1,82",83,41,0,0,16.552'
Liverpool FC,Mohamed Salah,110,1992-06-15,28,Egipto,1.75,Extremo derecho,445,"1,91",198,98,0,0,33.294'
Liverpool FC,Xherdan Shaqiri,14,1991-10-10,29,Suiza,1.69,Extremo derecho,402,"1,92",74,72,0,0,24.648'
Liverpool FC,Roberto Firmino,55,1991-10-02,29,Brasil,1.81,Delantero centro,474,"1,73",141,103,0,0,35.159'
Liverpool FC,Divock Origi,16,1995-04-18,25,Bélgica,1.85,Delantero centro,284,"1,71",59,23,0,0,13.560'
París Saint-Germain FC,Keylor Navas,10,1986-12-15,34,Costa Rica,1.85,Portero,399,"1,91",0,0,385,146,35.873'
París Saint-Germain FC,Sergio Rico,8,1993-09-01,27,España,1.95,Portero,258,"1,60",0,0,346,85,23.024'
París Saint-Germain FC,Alexandre Letellier,0.4,1990-12-11,30,Francia,1.93,Portero,87,"1,26",0,0,112,20,7.920'
París Saint-Germain FC,Denis Franchi,0.25,2002-10-22,18,Italia,,Portero,27,"0,93",0,0,63,2,2.416'
París Saint-Germain FC,Mathyas Randriamamy,0.15,2003-04-23,17,Madagascar,1.86,Portero,0,0,0,0,0,0,0
París Saint-Germain FC,Marquinhos,70,1994-05-14,26,Brasil,1.83,Defensa central,350,"2,29",27,9,0,0,28.839'
París Saint-Germain FC,Presnel Kimpembe,40,1995-08-13,25,Francia,1.89,Defensa central,177,"2,30",1,1,0,0,14.861'
París Saint-Germain FC,Thilo Kehrer,25,1996-09-21,24,Alemania,1.86,Defensa central,265,"2,14",14,14,0,0,19.485'
París Saint-Germain FC,Abdou Diallo,25,1996-05-04,24,Senegal,1.87,Defensa central,178,"1,88",7,6,0,0,14.145'
París Saint-Germain FC,Timothée Pembélé,4,2002-09-09,18,Francia,1.82,Defensa central,16,"2,00",3,3,0,0,1.179'
París Saint-Germain FC,Juan Bernat,16,1993-03-01,28,España,1.7,Lateral izquierdo,287,"2,02",20,27,0,0,21.121'
París Saint-Germain FC,Layvin Kurzawa,12,1992-09-04,28,Francia,1.82,Lateral izquierdo,244,"2,17",22,31,0,0,18.540'
París Saint-Germain FC,Mitchel Bakker,10,2000-06-20,20,Países Bajos,1.85,Lateral izquierdo,136,"2,14",4,12,0,0,10.162'
París Saint-Germain FC,Alessandro Florenzi,15,1991-03-11,30,Italia,1.73,Lateral derecho,439,"1,84",72,35,0,0,31.402'
París Saint-Germain FC,Colin Dagba,12,1998-09-06,22,Francia,1.7,Lateral derecho,67,"2,22",1,6,0,0,3.889'
París Saint-Germain FC,Danilo Pereira,24,1991-09-09,29,Portugal,1.88,Pivote,362,"1,83",29,11,0,0,28.819'
París Saint-Germain FC,Leandro Paredes,20,1994-06-29,26,Argentina,1.8,Pivote,263,"1,89",22,26,0,0,17.279'
París Saint-Germain FC,Idrissa Gueye,18,1989-09-26,31,Senegal,1.74,Pivote,390,"1,63",14,15,0,0,29.690'
París Saint-Germain FC,Marco Verratti,60,1992-11-05,28,Italia,1.65,Mediocentro,420,"2,23",11,69,0,0,29.098'
París Saint-Germain FC,Rafinha,15,1993-02-12,28,Brasil,1.74,Mediocentro,280,"1,77",41,34,0,0,18.331'
París Saint-Germain FC,Ander Herrera,15,1989-08-14,31,España,1.82,Mediocentro,457,"1,81",39,51,0,0,31.221'
París Saint-Germain FC,Kays Ruiz-Atil,3,2002-08-26,18,Francia,1.73,Mediocentro,19,"1,79",1,3,0,0,973'
París Saint-Germain FC,Xavi Simons,0.5,2003-04-21,17,Países Bajos,1.68,Mediocentro,7,"1,29",2,0,0,0,379'
París Saint-Germain FC,Julian Draxler,20,1993-09-20,27,Alemania,1.87,Mediocentro ofensivo,437,"1,91",87,84,0,0,27.789'
París Saint-Germain FC,Édouard Michut,0.5,2003-03-04,18,Francia,1.78,Mediocentro ofensivo,3,"3,00",0,0,0,0,63'
París Saint-Germain FC,Neymar,128,1992-02-05,29,Brasil,1.75,Extremo izquierdo,425,"2,12",258,158,0,0,34.699'
París Saint-Germain FC,Ángel Di María,28,1988-02-14,33,Argentina,1.8,Extremo derecho,632,"2,16",149,228,0,0,42.736'
París Saint-Germain FC,Pablo Sarabia,25,1992-05-11,28,España,1.74,Extremo derecho,415,"1,60",93,74,0,0,26.677'
París Saint-Germain FC,Kylian Mbappé,180,1998-12-20,22,Francia,1.78,Delantero centro,224,"2,28",150,77,0,0,15.960'
París Saint-Germain FC,Mauro Icardi,55,1993-02-19,28,Argentina,1.81,Delantero centro,344,"1,72",192,42,0,0,25.918'
París Saint-Germain FC,Moise Kean,30,2000-02-28,21,Italia,1.83,Delantero centro,169,"1,73",74,8,0,0,9.171'
Bayern Múnich,Manuel Neuer,18,1986-03-27,35,Alemania,1.93,Portero,684,"2,19",0,0,563,318,61.800'
Bayern Múnich,Alexander Nübel,6.5,1996-09-30,24,Alemania,1.93,Portero,113,"1,29",0,0,166,30,9.829'
Bayern Múnich,Ron-Thorben Hoffmann,0.6,1999-04-04,22,Alemania,1.92,Portero,120,"1,87",0,0,149,38,10.710'
Bayern Múnich,David Alaba,55,1992-06-24,28,Austria,1.8,Defensa central,503,"2,27",43,63,0,0,41.068'
Bayern Múnich,Niklas Süle,37,1995-09-03,25,Alemania,1.95,Defensa central,298,"1,86",18,8,0,0,24.079'
Bayern Múnich,Tanguy Nianzou,11,2002-06-07,18,Francia,1.87,Defensa central,22,"2,50",3,3,0,0,1.646'
Bayern Múnich,Jérôme Boateng,10,1988-09-03,32,Alemania,1.9,Defensa central,544,"2,18",16,34,0,0,42.827'
Bayern Múnich,Bright Arrey-Mbi,1,2003-03-26,18,Alemania,1.87,Defensa central,47,"1,45",3,0,0,0,3.886'
Bayern Múnich,Alphonso Davies,75,2000-11-02,20,Canadá,1.83,Lateral izquierdo,176,"1,94",19,27,0,0,11.509'
Bayern Múnich,Lucas Hernández,45,1996-02-14,25,Francia,1.84,Lateral izquierdo,201,"2,18",4,10,0,0,14.760'
Bayern Múnich,Benjamin Pavard,35,1996-03-28,25,Francia,1.86,Lateral derecho,188,"1,86",7,10,0,0,15.464'
Bayern Múnich,Bouna Sarr,5.5,1992-01-31,29,Francia,1.77,Lateral derecho,297,"1,61",16,23,0,0,17.593'
Bayern Múnich,Joshua Kimmich,90,1995-02-08,26,Alemania,1.77,Pivote,366,"2,32",40,86,0,0,28.025'
Bayern Múnich,Marc Roca,12,1996-11-26,24,España,1.84,Pivote,182,"1,46",9,6,0,0,13.519'
Bayern Múnich,Javi Martínez,6.5,1988-09-02,32,España,1.89,Pivote,513,"1,96",39,17,0,0,37.830'
Bayern Múnich,Leon Goretzka,70,1995-02-06,26,Alemania,1.89,Mediocentro,337,"1,91",76,56,0,0,24.432'
Bayern Múnich,Corentin Tolisso,20,1994-08-03,26,Francia,1.81,Mediocentro,254,"2,00",47,29,0,0,17.870'
Bayern Múnich,Tiago Dantas,4,2000-12-24,20,Portugal,1.7,Mediocentro,75,"1,44",11,8,0,0,5.032'
Bayern Múnich,Jamal Musiala,24,2003-02-26,18,Alemania,1.8,Mediocentro ofensivo,64,"2,36",12,3,0,0,2.955'
Bayern Múnich,Kingsley Coman,65,1996-06-13,24,Francia,1.8,Extremo izquierdo,223,"2,35",41,50,0,0,13.024'
Bayern Múnich,Douglas Costa,12,1990-09-14,30,Brasil,1.72,Extremo izquierdo,432,"2,25",65,97,0,0,24.538'
Bayern Múnich,Serge Gnabry,70,1995-07-14,25,Alemania,1.76,Extremo derecho,253,"2,07",87,50,0,0,16.820'
Bayern Múnich,Leroy Sané,70,1996-01-11,25,Alemania,1.83,Extremo derecho,311,"2,14",80,84,0,0,19.650'
Bayern Múnich,Thomas Müller,35,1989-09-13,31,Alemania,1.85,Mediapunta,660,"2,30",254,216,0,0,49.836'
Bayern Múnich,Robert Lewandowski,60,1988-08-21,32,Polonia,1.85,Delantero centro,626,"2,15",453,127,0,0,51.327'
Bayern Múnich,Eric Maxim Choupo-Moting,3.5,1989-03-23,32,Camerún,1.91,Delantero centro,410,"1,55",79,37,0,0,24.147'
FC Barcelona,Marc-André ter Stegen,75,1992-04-30,28,Alemania,1.87,Portero,468,"2,07",0,0,446,189,42.049'
FC Barcelona,Neto,10,1989-07-19,31,Brasil,1.9,Portero,255,"1,77",0,0,264,90,22.958'
FC Barcelona,Iñaki Peña,2.5,1999-03-02,22,España,1.84,Portero,60,"1,87",0,0,50,26,5.430'
FC Barcelona,Ronald Araújo,25,1999-03-07,22,Uruguay,1.88,Defensa central,119,"1,70",13,6,0,0,9.585'
FC Barcelona,Clément Lenglet,25,1995-06-17,25,Francia,1.86,Defensa central,281,"1,92",13,5,0,0,23.253'
FC Barcelona,Gerard Piqué,12,1987-02-02,34,España,1.94,Defensa central,609,"2,26",55,14,0,0,51.003'
FC Barcelona,Samuel Umtiti,10,1993-11-14,27,Francia,1.82,Defensa central,299,"2,00",7,4,0,0,25.400'
FC Barcelona,Óscar Mingueza,10,1999-05-13,21,España,1.84,Defensa central,85,"2,07",1,6,0,0,6.076'
FC Barcelona,Jordi Alba,25,1989-03-21,32,España,1.7,Lateral izquierdo,520,"2,08",32,86,0,0,40.662'
FC Barcelona,Júnior Firpo,10,1996-08-22,24,España,1.84,Lateral izquierdo,127,"1,73",9,10,0,0,9.237'
FC Barcelona,Sergiño Dest,25,2000-11-03,20,Estados Unidos,1.75,Lateral derecho,145,"2,01",11,17,0,0,10.659'
FC Barcelona,Sergi Roberto,25,1992-02-07,29,España,1.78,Lateral derecho,402,"2,10",17,38,0,0,27.864'
FC Barcelona,Moussa Wagué,4,1998-10-04,22,Senegal,1.77,Lateral derecho,86,"1,20",3,10,0,0,6.048'
FC Barcelona,Sergio Busquets,10,1988-07-16,32,España,1.89,Pivote,621,"2,33",15,39,0,0,48.363'
FC Barcelona,Matheus Fernandes,2,1998-06-30,22,Brasil,1.83,Pivote,91,"1,52",3,4,0,0,5.919'
FC Barcelona,Frenkie de Jong,80,1997-05-12,23,Países Bajos,1.8,Mediocentro,251,"1,98",28,36,0,0,19.678'
FC Barcelona,Miralem Pjanić,28,1990-04-02,31,Bosnia y Herzegovina,1.78,Mediocentro,550,"1,89",73,108,0,0,38.114'
FC Barcelona,Riqui Puig,18,1999-08-13,21,España,1.69,Mediocentro,102,"1,83",6,16,0,0,6.489'
FC Barcelona,Ilaix Moriba,10,2003-01-19,18,España,1.85,Mediocentro,39,"1,95",4,6,0,0,2.195'
FC Barcelona,Pedri,70,2002-11-25,18,España,1.74,Mediocentro ofensivo,80,"1,86",7,13,0,0,5.784'
FC Barcelona,Philippe Coutinho,40,1992-06-12,28,Brasil,1.72,Mediocentro ofensivo,411,"1,89",99,75,0,0,27.132'
FC Barcelona,Ansu Fati,80,2002-10-31,18,España,1.78,Extremo izquierdo,52,"1,88",17,8,0,0,2.547'
FC Barcelona,Konrad de la Fuente,2.5,2001-07-16,19,Estados Unidos,1.76,Extremo izquierdo,40,"1,83",9,6,0,0,2.902'
FC Barcelona,Lionel Messi,80,1987-06-24,33,Argentina,1.7,Extremo derecho,769,"2,28",663,291,0,0,62.697'
FC Barcelona,Ousmane Dembélé,50,1997-05-15,23,Francia,1.78,Extremo derecho,189,"2,03",51,47,0,0,12.074'
FC Barcelona,Trincão,25,1999-12-29,21,Portugal,1.84,Extremo derecho,131,"1,63",18,21,0,0,6.088'
FC Barcelona,Antoine Griezmann,60,1991-03-21,30,Francia,1.76,Mediapunta,548,"1,82",214,83,0,0,41.919'
FC Barcelona,Martin Braithwaite,9,1991-06-05,29,Dinamarca,1.77,Delantero centro,396,"1,44",93,42,0,0,27.698'
Chelsea FC,Edouard Mendy,25,1992-03-01,29,Senegal,1.96,Portero,160,"1,76",0,0,154,71,14.320'
Chelsea FC,Kepa,13,1994-10-03,26,España,1.86,Portero,268,"1,64",0,0,294,90,24.124'
Chelsea FC,Willy Caballero,0.3,1981-09-28,39,Argentina,1.86,Portero,381,"1,55",0,0,440,134,33.710'
Chelsea FC,Kurt Zouma,32,1994-10-27,26,Francia,1.9,Defensa central,294,"1,66",16,9,0,0,22.808'
Chelsea FC,Andreas Christensen,28,1996-04-10,24,Dinamarca,1.88,Defensa central,266,"1,82",11,9,0,0,22.604'
Chelsea FC,Antonio Rüdiger,25,1993-03-03,28,Alemania,1.9,Defensa central,359,"1,70",18,8,0,0,29.648'
Chelsea FC,Thiago Silva,3.5,1984-09-22,36,Brasil,1.83,Defensa central,536,"2,11",34,11,0,0,46.440'
Chelsea FC,Ben Chilwell,50,1996-12-21,24,Inglaterra,1.78,Lateral izquierdo,192,"1,48",8,22,0,0,15.749'
Chelsea FC,Emerson,15,1994-08-03,26,Italia,1.81,Lateral izquierdo,144,"1,94",5,9,0,0,9.455'
Chelsea FC,Marcos Alonso,13,1990-12-28,30,España,1.88,Lateral izquierdo,363,"1,79",36,28,0,0,30.229'
Chelsea FC,Reece James,40,1999-12-08,21,Inglaterra,1.82,Lateral derecho,194,"1,80",12,25,0,0,15.208'
Chelsea FC,César Azpilicueta,17,1989-08-28,31,España,1.78,Lateral derecho,589,"1,79",16,60,0,0,50.567'
Chelsea FC,Jorginho,45,1991-12-20,29,Italia,1.8,Pivote,399,"1,97",34,25,0,0,31.674'
Chelsea FC,N'Golo Kanté,55,1991-03-29,30,Francia,1.68,Mediocentro,366,"1,80",21,23,0,0,29.838'
Chelsea FC,Mateo Kovacic,45,1994-05-06,26,Croacia,1.77,Mediocentro,405,"1,90",20,37,0,0,24.380'
Chelsea FC,Billy Gilmour,7,2001-06-11,19,Escocia,1.7,Mediocentro,98,"2,08",20,14,0,0,7.233'
Chelsea FC,Kai Havertz,70,1999-06-11,21,Alemania,1.89,Mediocentro ofensivo,248,"1,87",79,42,0,0,18.140'
Chelsea FC,Mason Mount,60,1999-01-10,22,Inglaterra,1.78,Mediocentro ofensivo,222,"1,73",46,37,0,0,17.058'
Chelsea FC,Charly Musonda Jr.,1,1996-10-15,24,Bélgica,1.73,,0,0,0,0,0,0,0
Chelsea FC,Callum Hudson-Odoi,35,2000-11-07,20,Inglaterra,1.77,Extremo izquierdo,154,"2,08",44,33,0,0,9.334'
Chelsea FC,Christian Pulisic,50,1998-09-18,22,Estados Unidos,1.72,Extremo derecho,215,"1,93",47,51,0,0,13.487'
Chelsea FC,Hakim Ziyech,40,1993-03-19,28,Marruecos,1.81,Extremo derecho,369,"1,80",115,128,0,0,29.853'
Chelsea FC,Timo Werner,65,1996-03-06,25,Alemania,1.81,Delantero centro,364,"1,65",177,74,0,0,25.648'
Chelsea FC,Tammy Abraham,40,1997-10-02,23,Inglaterra,1.9,Delantero centro,264,"1,63",125,32,0,0,18.121'
Chelsea FC,Olivier Giroud,5,1986-09-30,34,Francia,1.93,Delantero centro,543,"1,81",221,81,0,0,35.277'
Atlético de Madrid,Jan Oblak,90,1993-01-07,28,Eslovenia,1.88,Portero,405,"1,87",0,0,314,199,36.500'
Atlético de Madrid,Ivo Grbic,7,1996-01-18,25,Croacia,1.95,Portero,103,"1,58",0,0,107,31,9.224'
Atlético de Madrid,José María Giménez,60,1995-01-20,26,Uruguay,1.85,Defensa central,228,"2,01",9,8,0,0,18.252'
Atlético de Madrid,Mario Hermoso,35,1995-06-18,25,España,1.85,Defensa central,184,"1,60",7,7,0,0,15.627'
Atlético de Madrid,Stefan Savic,25,1991-01-08,30,Montenegro,1.87,Defensa central,377,"1,89",9,7,0,0,31.691'
Atlético de Madrid,Felipe,15,1989-05-16,31,Brasil,1.9,Defensa central,311,"1,99",17,9,0,0,26.548'
Atlético de Madrid,Renan Lodi,30,1998-04-08,23,Brasil,1.78,Lateral izquierdo,119,"1,73",5,13,0,0,8.839'
Atlético de Madrid,Kieran Trippier,20,1990-09-19,30,Inglaterra,1.73,Lateral derecho,415,"1,61",10,78,0,0,35.499'
Atlético de Madrid,Sime Vrsaljko,8,1992-01-10,29,Croacia,1.81,Lateral derecho,278,"1,88",3,36,0,0,22.217'
Atlético de Madrid,Lucas Torreira,22,1996-02-11,25,Uruguay,1.66,Pivote,250,"1,68",18,9,0,0,17.023'
Atlético de Madrid,Marcos Llorente,70,1995-01-30,26,España,1.84,Mediocentro,220,"1,87",20,22,0,0,15.944'
Atlético de Madrid,Koke,60,1992-01-08,29,España,1.76,Mediocentro,559,"1,93",53,105,0,0,43.660'
Atlético de Madrid,Saúl Ñíguez,55,1994-11-21,26,España,1.84,Mediocentro,435,"1,81",53,19,0,0,32.570'
Atlético de Madrid,Geoffrey Kondogbia,15,1993-02-15,28,República Centroafricana,1.88,Mediocentro,323,"1,62",14,17,0,0,22.692'
Atlético de Madrid,Héctor Herrera,8,1990-04-19,30,México,1.8,Mediocentro,353,"1,96",38,40,0,0,25.415'
Atlético de Madrid,Thomas Lemar,25,1995-11-12,25,Francia,1.71,Mediocentro ofensivo,267,"1,91",28,50,0,0,15.580'
Atlético de Madrid,Yannick Carrasco,35,1993-09-04,27,Bélgica,1.81,Extremo izquierdo,321,"1,89",71,67,0,0,21.515'
Atlético de Madrid,Vitolo,8,1989-11-02,31,España,1.85,Extremo izquierdo,397,"1,64",66,59,0,0,27.178'
Atlético de Madrid,Ángel Correa,40,1995-03-09,26,Argentina,1.71,Extremo derecho,329,"1,93",53,62,0,0,18.623'
Atlético de Madrid,João Félix,80,1999-11-10,21,Portugal,1.8,Mediapunta,156,"1,86",53,25,0,0,10.467'
Atlético de Madrid,Moussa Dembélé,25,1996-07-12,24,Francia,1.83,Delantero centro,286,"1,73",127,41,0,0,18.590'
Atlético de Madrid,Luis Suárez,15,1987-01-24,34,Uruguay,1.82,Delantero centro,648,"2,06",422,236,0,0,54.076'
Real Madrid CF,Thibaut Courtois,75,1992-05-11,28,Bélgica,1.99,Portero,470,"2,01",0,0,442,194,42.251'
Real Madrid CF,Andriy Lunin,3,1999-02-11,22,Ucrania,1.91,Portero,91,"1,40",0,0,107,30,8.224'
Real Madrid CF,Raphaël Varane,70,1993-04-25,27,Francia,1.91,Defensa central,379,"2,10",19,7,0,0,31.539'
Real Madrid CF,Éder Militão,30,1998-01-18,23,Brasil,1.86,Defensa central,113,"2,00",9,5,0,0,9.339'
Real Madrid CF,Sergio Ramos,14,1986-03-30,35,España,1.84,Defensa central,715,"2,10",104,40,0,0,62.146'
Real Madrid CF,Nacho Fernández,10,1990-01-18,31,España,1.8,Defensa central,333,"2,14",15,8,0,0,26.254'
Real Madrid CF,Ferland Mendy,50,1995-06-08,25,Francia,1.8,Lateral izquierdo,196,"1,88",8,17,0,0,15.801'
Real Madrid CF,Marcelo,10,1988-05-12,32,Brasil,1.74,Lateral izquierdo,531,"2,18",41,101,0,0,42.962'
Real Madrid CF,Daniel Carvajal,40,1992-01-11,29,España,1.73,Lateral derecho,395,"2,15",10,67,0,0,33.022'
Real Madrid CF,Álvaro Odriozola,10,1995-12-14,25,España,1.76,Lateral derecho,187,"1,42",6,26,0,0,13.918'
Real Madrid CF,Casemiro,70,1992-02-23,29,Brasil,1.85,Pivote,397,"2,11",40,33,0,0,29.232'
Real Madrid CF,Federico Valverde,70,1998-07-22,22,Uruguay,1.82,Mediocentro,169,"1,78",8,10,0,0,10.276'
Real Madrid CF,Toni Kroos,50,1990-01-04,31,Alemania,1.83,Mediocentro,603,"2,14",66,145,0,0,46.373'
Real Madrid CF,Luka Modric,10,1985-09-09,35,Croacia,1.72,Mediocentro,614,"2,04",65,109,0,0,47.876'
Real Madrid CF,Isco,20,1992-04-21,28,España,1.76,Mediocentro ofensivo,443,"2,05",71,66,0,0,27.478'
Real Madrid CF,Eden Hazard,40,1991-01-07,30,Bélgica,1.75,Extremo izquierdo,583,"1,90",164,152,0,0,42.984'
Real Madrid CF,Vinícius Júnior,40,2000-07-12,20,Brasil,1.76,Extremo izquierdo,160,"1,89",28,27,0,0,8.177'
Real Madrid CF,Rodrygo,45,2001-01-09,20,Brasil,1.74,Extremo derecho,101,"1,79",20,15,0,0,6.162'
Real Madrid CF,Marco Asensio,35,1996-01-21,25,España,1.82,Extremo derecho,274,"1,74",47,46,0,0,16.732'
Real Madrid CF,Lucas Vázquez,15,1991-07-01,29,España,1.73,Extremo derecho,370,"1,96",45,73,0,0,21.373'
Real Madrid CF,Sergio Arribas,1,2001-09-30,19,España,1.73,Extremo derecho,33,"2,15",5,6,0,0,1.762'
Real Madrid CF,Karim Benzema,25,1987-12-19,33,Francia,1.84,Delantero centro,695,"2,18",339,167,0,0,48.741'
Real Madrid CF,Mariano Díaz,10,1993-08-01,27,República Dominicana,1.8,Delantero centro,197,"1,80",83,11,0,0,10.115'
Real Madrid CF,Hugo Duro,2.5,1999-11-10,21,España,1.82,Delantero centro,75,"1,39",23,4,0,0,4.445'
Manchester United,David de Gea,22,1990-11-07,30,España,1.92,Portero,553,"1,75",0,0,604,186,49.785'
Manchester United,Dean Henderson,20,1997-03-12,24,Inglaterra,1.88,Portero,170,"1,78",0,0,150,73,15.306'
Manchester United,Sergio Romero,1.5,1987-02-22,34,Argentina,1.92,,0,0,0,0,0,0,0
Manchester United,Nathan Bishop,0.3,1999-10-15,21,Inglaterra,1.85,Portero,40,"0,80",0,0,83,5,3.554'
Manchester United,Lee Grant,0.25,1983-01-27,38,Inglaterra,1.93,Portero,511,"1,33",0,0,671,133,45.799'
Manchester United,Harry Maguire,40,1993-03-05,28,Inglaterra,1.94,Defensa central,435,"1,62",26,23,0,0,37.922'
Manchester United,Victor Lindelöf,24,1994-07-17,26,Suecia,1.87,Defensa central,360,"1,81",8,8,0,0,30.801'
